Contribution ID;Comment ID;Comment Subject;Comment Text;created (UTC);;
48;38;;"Der für den Individualverkehr (auch Lieferverkehr) gesperrte Bereich ist nicht sehr groß. Also bitte außerhalb parken - regelkonform, versteht sich - und die letzten Meter mit Handwagen zu Fuß bewältigen. Ja, das ist machbar. 
Mittelfristig scheint mir die Anschaffung alternativer Transportfahrzeuge sinnvoll (zum Beispiel Lastenfahrrad). Ihr müsst Euch bitte von dem Gedanken lösen, jedes beliebige Ziel mit dem Auto erreichen zu können.";2020-10-16T07:55:59Z;;
48;39;Antwort an Nr. 38;"bei aller Begeisterung für weniger Autos sind Lieferungen von gekühlten, frischen Produkten nun mal nicht zu Fuß oder per Lastenfahrrad möglich (bzw. wg. geschlossener Kühlketten auch nicht erlaubt). „Mitdenken vor Posten“ würde die Diskussion hier voranbringen. 
Und an die Lieferanten: Sondergenehmigungen beantragen!";2020-10-16T08:02:49Z;;
48;44;Antwort an Nr. 39;Es gibt auch Cargobikes mit Kühlung!;2020-10-16T08:27:55Z;;
48;73;Antwort an Nr. 44;@ Nr.39,  geschlossene Kühlungsketten dürfen kaum unterbrochen werden. Was nützt es, wenn der Lieferant 10km weg vom Empfänger liegt? Da nüzt auch ein Lastenrad mit Kühlung nicht, da die genau diese gesetzlichen Anforderungen der Mindestkühlung nic;2020-10-16T11:37:56Z;;
48;82;Antwort an Nr. 73;Ich habe ihren link gelesen und verstehe nicht, warum ein motorisiertes Kraftfahrzeug zum Einhalten der Kühlkette zwingend notwendig sein soll. Die Technologie, die ihre Ware in einem Transporter kühl hält kann doch genauso gut in einem E-Cargobike kühlen.;2020-10-16T12:39:26Z;;
48;43;;Ich bin mir sicher, ihre Kunden werden mitdenken und künftig im Vorraus ausreichend Ware bestellen, sodass es gar nicht erst zu spontanen Nachbestellungen kommen muss.;2020-10-16T08:27:26Z;;
48;93;;"Der Bereich ist nur wenige hundert Meter groß, es muss doch also möglich sein, im Ausnahmefall die letzten Meter zu Fuß zu bewältigen? 
Wenn die Menge an Nachbestellungen so groß ist, dass das nicht möglich ist, macht doch der Gastronom bei der Bestellung schon was falsch?!";2020-10-16T13:43:43Z;;
48;294;;ich finde das Anliegen wichtig! Lieferwagen sind in Fußgängerzonen erlaubt und das Bisschen Verkehr stört nicht.;2020-10-20T16:50:45Z;;
48;308;;Bin stark für den autofreien Jungfernstieg, aber unterstütze euch voll! Für Handwerker, Lieferanten, Gehbehinderte etc. muss es Ausnahmegenehmigungen geben, nur so schafft man Akzeptanz für die Maßnahmen.;2020-10-20T17:53:46Z;;
50;42;;schon alles geschrieben;2020-10-16T08:24:38Z;;
50;49;;Wo ist das Problem? Die barrierefreie U/S-Station Jungfernstieg ist schlappe 100m von ihrem Artz entfernt!;2020-10-16T08:59:16Z;;
50;64;Antwort an Nr. 49;Waren Sie schon mal so schwer gehbehindert, wo auch die 100 Meter kaum noch machbar sind? Glaube nein und ich wünsche es auch niemanden. Bsp. der Neue Wall 77, die Orthopädische Praxis, die auch ambulante OP's anbieten, ist das in der Tat so, das man, so lt. Bescheinigung vom Arzt, nur mit einem Auto abgeholt werden darf. Auch da ist es kaum Möglich, mit dem Auto zu parken.;2020-10-16T11:15:08Z;;
50;79;Antwort an Nr. 64;Mea culpa, ich nahm an, sie nutzen einen Rollstuhl...;2020-10-16T12:29:00Z;;
52;53;;Bin voll dafür!;2020-10-16T09:35:44Z;;
52;105;;Hab da auch so meine Zweifel...;2020-10-16T14:26:22Z;;
54;52;;Im Zuge der Sperrung wurden/werden ca. ein halbes Duzend neue Behindertenparkplätze angelegt;2020-10-16T09:34:58Z;;
54;61;Antwort an Nr. 52;"Klingt ja erstmal gut, aber was heißt ""wurden/werden"" und was ist ""ca. ein halbes Duzend""? Z.B. kann man vier Plätze auch durchaus als ca. ein halbes Dutzend bezeichnen und das wären dann doch weniger als vorher...";2020-10-16T09:54:04Z;;
54;104;;"Wie kommen mobilitätseingeschränkte Personen in das Quartier und wo kann gehalten werden?

Es ist geplant, im südlichen Teil der Straße Ballindamm und im südlichen Teil der Straße Neuer Jungfernstieg neue Parkstände für schwerbehinderte Menschen einzurichten. Sollten sich diese als nicht ausreichend erweisen, werden weitere in der Nähe geschaffen. Darüber hinaus stehen mobilitätseingeschränkten Personen die barrierefreie S-Bahn-Haltestelle Jungfernstieg sowie die barrierefrei ausgebauten Bushalt";2020-10-16T14:24:31Z;;
56;120;;Meinen Sie Verkehrsschilder oder Plakate? Schilder haben Normgrößen, und wer die nicht lesen kann, braucht vielleicht nur ne neue Brille oder mehr Aufmerksamkeit im Straßenverkehr.;2020-10-16T15:16:06Z;;
57;103;;"Wie kommen mobilitätseingeschränkte Personen in das Quartier und wo kann gehalten werden?

Es ist geplant, im südlichen Teil der Straße Ballindamm und im südlichen Teil der Straße Neuer Jungfernstieg neue Parkstände für schwerbehinderte Menschen einzurichten. Sollten sich diese als nicht ausreichend erweisen, werden weitere in der Nähe geschaffen. Darüber hinaus stehen mobilitätseingeschränkten Personen die barrierefreie S-Bahn-Haltestelle Jungfernstieg sowie die barrierefrei ausgebauten Bushalt";2020-10-16T14:22:59Z;;
58;72;;Nein danke. Nehmen Sie doch einfach (wie die meisten anderen auch) das Auto oder den Bus. Wir haben schlichtweg nicht den Platz für ein weiteres Verkehrsmittel. Und ehrlich gesagt besteht auch keinerlei Notwendigkeit. Nutzen Sie Ihr Fahrrad lieber für eine schöne Radtour durch den Wald, dort können Sie das Radfahren genießen und keiner wird gestört.;2020-10-16T11:34:31Z;;
58;117;Antwort an Nr. 72;"mal ein bisschen größer denken. Es gibt nicht zu wenig Platz. Autos nehmen davon nur einfach zu viel ein. Die Zukunft gehörten modernen Mobilitätskonzepten, nicht dem Auto. 
Das Auto ist nicht die Lösung, sondern eins der großen Probleme einer attraktiven Stadt";2020-10-16T15:09:26Z;;
58;240;Antwort an Nr. 72;Ehm doch, wir haben den Platz! Wir müssen ihn nur gerechter verteilen, d.h. weniger davon für den MIV. Nutzen Sie Ihr Auto lieber für eine schöne Runde auf dem Nürburgring, dort können Sie das Autofahren genießen und keiner wird gestört.;2020-10-19T14:38:39Z;;
58;153;;"Andere Städte und Länder — die Niederlande sollen ganz gut in Sachen Radverkehr sein, hab ich gehört — haben gezeigt, dass ein gut ausgebautes Radverkehrsnetz wichtig für nachhaltig hohe Radverkehrsmengen ist. In sofern ist ein autofreier Jungfernsteig sicher nur ein kleiner Schritt. Aber es ist ein wichtiger Schritt — gerade, weil er eine so wichtige und vielbeachtete Stelle betrifft.

Für vernünftige Radverkehrsinfrastruktur ist natürlich Platz, man muss den bestehenden nur umverteilen.";2020-10-16T20:33:42Z;;
59;70;;Ist klar, die „schlechte Luft“ in der Speicherstadt soll von den paar kleinen Autos kommen, die nur einen Steinwurf entfernte Schwerindustrie inkl. gigantischer Schiffe mit gigantischen Motoren hat da mit Sicherheit keinerlei Einfluss drauf. Lächerlich und populistisch, was Sie da von sich geben. Nur zum Vergleich, ein einziges Containerschiff hat gut und gerne so viel Hubraum wie 25.000 Autos...;2020-10-16T11:27:54Z;;
59;239;Antwort an Nr. 70;Containerschiffe sind aber leider unverzichtbar, Autos hingegen schon. Und es geht nicht nur um die Abgase, sondern auch um die Verschwendung wertvollen Stadtraums, um dort tote Blechbüchsen zu parken oder im Schneckentempo durch den Stau zu manövrieren.;2020-10-19T14:35:29Z;;
60;84;;Gutes Argument :-);2020-10-16T12:57:13Z;;
60;90;;Da es auf dem Jungfernstieg auch vorher keine Parkplätze gab, ist Ihr Kommentar für die Maßnahme irrelevant. Trotzdem stimme ich der Grundaussage zu.;2020-10-16T13:12:05Z;;
60;142;Antwort an Nr. 90;Ja, das da nie ein Parkplatz gab, ist mir bewußt. Dennoch gibt es Bsp. bei Cafftamacherreihe ein Parkhaus, der ebenfalls grottenschlecht und übertreuert ist. Ich habe daher bisher im Karstadt das Parkhaus genutzt, der aber auch nicht so besonders ist, aber der Preis da stimmt soweit. Leider sind zu bestimmten Flanierzeiten die Parkhäuser in dieser Gegend überfüllt, so das die Suche nach nächten Parkhäusern wirklich schwierig wird.;2020-10-16T17:14:04Z;;
60;102;;"Der Aussage mit Park&amp;Ride stimme ich ebenfalls zu.";2020-10-16T14:17:39Z;;
60;114;;"P&amp;R halte ich auch fast immer für eine gute Sache. Da gibts bessere Vorbilder als HH.
Das die Stadt der Autos gehören soll, ist für mich nur noch ein Blick zurück. Die Zukunft gehört anderen, neuen, flexiblen, urbanen Mobilitätskonzepten";2020-10-16T15:05:42Z;;
60;175;;Von wo aus kann man denn nicht per P+R in die Innenstadt fahren? Und deswegen den Jungfernstieg zupflastern?;2020-10-17T18:49:58Z;;
60;238;;P+R, ja bitte! Autos in der Innenstadt, nein danke! Und was die Preise für die Parkhäuser angeht: Stadtraum ist nun einmal wertvoll und teuer, gucken Sie sich mal Ihre Miete an! Und wer 12 qm mitten in der Innenstadt nutzen möchte, um seine Karosse dort abzustellen, muss dann halt auch bereit sein, dementsprechend viel zu zahlen.;2020-10-19T14:33:00Z;;
60;279;;Warum sind Sie darauf angewiesen, mit Ihrem Auto bis direkt in das Jungfernstieg-Quartier zu fahren? Warum nutzen Sie nicht eine der vielen P+R-Stationen im gesamten HVV-Bereich? Warum meinen Sie, es seien keine Parkplätze in den dutzenden Innenstadt-Parkhäusern verfügbar? Warum meinen Sie, dass 15€ Parkgebühr pro Tag angemessen sei?;2020-10-20T13:05:57Z;;
61;66;;Es wurde schon vor Jahren damit begonnen, die Behinderten-Parkplätze in der Innenstadt einzuschränken. Jetzt erfolgt der Todesstoß. Ich wünsche diesen Politikern, dass sie selbst einmal als Behinderte von ihren Beschlüssen betroffen sind.;2020-10-16T11:20:07Z;;
61;89;Antwort an Nr. 66;Im Zuge der Maßnahme werden MEHR Behindertenstellplätze in der Innenstadt eingerichtet;2020-10-16T13:10:48Z;;
61;67;;Es wurde schon vor Jahren damit begonnen, die Behinderten-Parkplätze in der Innenstadt einzuschränken. Jetzt erfolgt der Todesstoß. Ich wünsche diesen Politikern, dass sie selbst einmal als Behinderte von ihren Beschlüssen betroffen sind.;2020-10-16T11:21:18Z;;
61;101;;Ihre Behauptung halte ich für fragwürdig, es werden meiner Meinung nach immer mehr Behindertenparkplätze eingerichtet;2020-10-16T14:16:00Z;;
62;69;;Ich stimme Ihnen vollständig zu.;2020-10-16T11:25:40Z;;
62;71;Antwort an Nr. 69;Danke! Wir haben es ja zumindest teilweise in der Hand. Wir können nur hoffen, dass sich Hamburg besinnt und zur nächsten Wahl Schwarz-Gelb gewählt wird. Dann hat der „Abriss der Stadt“ (Infrastruktur und Baudenkmäler) endlich ein Ende. Vielleicht können wir dann ja wenigstens noch ein bisschen was vom ehemals prachtvollen Hamburg retten...;2020-10-16T11:30:50Z;;
62;76;Antwort an Nr. 71;"Die Stadt könnte den oberirdischen Verkehr auch durch einen weiteren Autotunnel wie z. B. dem Wallringtunnel reduzieren. Diese Lösung wäre mir sehr recht. Allerdings wehren sich die Grünen bereits gegen die ""Umweltschädliche"" Hafenautobahn 26. Diese Politik ist komplett wirtschaftsfeindlich.";2020-10-16T12:10:52Z;;
62;78;Antwort an Nr. 71;"Mich würde interessieren, was Sie genau mit ""abriss der Stadt"" und dem ehemals prachtvollen Hamburg meinen. 
Seit dem 2. WK ist, egal in welcher farblichen Legislaturperiode, nichts prachtvolles dazugekommen.";2020-10-16T12:26:40Z;;
62;92;;"Fun Fact: Der Jungernstieg ist von der Häuserfront bis zur Kaikante unterhalb der Stufen ca. 75m breit. Der Straßenbereich ist ca. 16m breit. Das macht einen unwesentlich größeren Anteil von &gt;20% aus. Wenn realistisch schaut und nur die breite der Verkehrsflächen (also Häuserfront bis ca. auf die Höhe des Alsterpavillions) berücksichtigt, ist der Jungfernstieg nur etwa 43m breit. Die 16m Fahrbahn nehmen also plötzlich fast 40% der Verkehrsfläche ein.";2020-10-16T13:28:01Z;;
62;119;Antwort an Nr. 92;"Tja, der Originalkommentator oben hat wohl bei einem anderen Mathelehrer Unterricht genossen :-)
Eine Stadt, die immer mehr zur Parkfläche des ruhenden Verkehrs verkommt, und das an 90% der Zeiten eines Tages, verliert ihren Lebenswert, und nicht eine Stadt, die grüner, ruhiger und lufttechnisch sauberer wird.";2020-10-16T15:14:31Z;;
62;140;Antwort an Nr. 92;Jetzt muss nur noch ausgerechnet werden, wie viel Fläche der bisherigen Fahrbahn dem MIV gegeben wurde. Große Teile waren nur Bus- und Taxiflächen.;2020-10-16T16:48:30Z;;
62;181;Antwort an Nr. 140;"Und jetzt müsste man nur noch ausrechnen, auf welcher ""Spur"" die meisten Personen über den Jungfernstieg befördert wurden...";2020-10-17T20:50:01Z;;
62;259;Antwort an Nr. 181;Nee nee, dann würde man ja feststellen, dass in einen Bus zig-Mal so viele Menschen passen wie in einen SUV;2020-10-19T15:33:27Z;;
62;310;Antwort an Nr. 259;Wie oft fahren da Busse gegenüber den ehemals vielen Autos? Und die SUV-Debatte muss auch nicht sein.;2020-10-20T17:58:41Z;;
62;173;;Hamburg ist einfach zu schön um es mit Autos vollzupflastern!;2020-10-17T18:47:04Z;;
62;237;Antwort an Nr. 173;Endlich mal ein kurzer, positiver Kommentar, mit dem alles Nötige gesagt ist!;2020-10-19T14:28:54Z;;
63;77;;"Es sind hier immer die gleichen Kommentare
Es gibt ja weitere europäische Städte wie Wien und jetzt Paris, die lange schon diesen Schritt gegangen sind. Nennen Sie belegbar, wo es zu einem Verlust der Kaufkraft aufgrund dieser Maßnahmen gekommen ist.
Es gibt bisher keine Beweise für eine solches, von ihnen beschriebenes Szenario.";2020-10-16T12:22:49Z;;
63;80;Antwort an Nr. 77;Richtig gesagt! Wie soll denn bitte Hamburg eine Weltstadt bleiben, wenn wir weiterhin so klein denken werden. Darüber hinaus hatte man so gut wie nie einen Parkplatz am Jungfernstieg gekriegt! Die umliegenden Parkhäuser werden weiterhin gut mit dem Auto zu erreichen sein und befinden sich nicht weit von den Kaufhäusern entfernt.;2020-10-16T12:34:20Z;;
63;111;Antwort an Nr. 77;Die autofeindliche Stimmung in den Städten nimmt immer weiter zu. In der Mönckebergstraße werden sehr große Kaufhäuser geschlossen. Je schlechter die Anbindung für Kunden in die Innenstadt wird, je weniger werden kommen. Mit dem ÖPNV kann man allenfalls kleine Einkäufe erledigen, zwischendurch größere Einkäufe im Auto ablegen kann man in der autofeindlichen Stadt von morgen leider nicht mehr. Letztens konnte ich im neuen Wall noch parken und Einkaufen, zukünftig nicht mehr = Kundenverlust.;2020-10-16T15:00:11Z;;
63;129;Antwort an Nr. 111;Die Anbindung wird ja nicht per se schlechter, da im Umfeld noch diverse Parkhäuser zugegen sind. Man könnte den Transport größerer Einkäufe auch mit neuen Ideen lösen, z.B. dass Rikscha-Fahrer oder Lastenräder einem auf Wunsch die Ware bis zum Parkhaus bringen.;2020-10-16T15:45:22Z;;
63;130;Antwort an Nr. 129;Wo ist dort aber die Verbesserung? Bisher war es wesentlich praktischer (und günstiger als ein Rikscha-Fahrer). Auch wenn noch jede Menge (teilweise sehr enge) Parkhäuser in der Umgebung sind, obwohl in Hamburg immer mehr PKWs zugelassen werden, geht die Anzahl des Parkplätze zurück. Außerdem stauen sich die Autos nun noch mehr auf dem Ring 1, wo scheinbar ebenfalls noch Spuren abgebaut werden sollen.;2020-10-16T15:54:31Z;;
63;135;Antwort an Nr. 130;"Ich denke, da liegt eher das Problem: Es werden immer mehr PKW zugelassen. Die Fläche in Hamburg wird aber nicht mehr. Wird stadtplanerisch weiter so gemacht, wird es eher nur Verschlechterungen geben. Es muss also langfristig ein Umdenken erfolgen, damit es zu weniger Stau, Unfällen etc. kommt.  
Mehr Carsharing, MOIA, Ausbau des ÖPNV und Radnetztes würde ein erster Schritt dahin sein. Das ist weniger bequem, aber wenn die Stadt gut plant, sparen viele sich zukünftig Zeit im Stau.";2020-10-16T16:20:42Z;;
63;138;Antwort an Nr. 135;Weniger Stau ist -alternativ- auch durch den Auf- und Ausbau der Straßeninfrastruktur möglich. Neue Straßentunnel in der Innenstadt und als Verbindung mit der Vorstadt können die oberirdischen Straßen erheblich entlasten. So kann man auch bei deutlich mehr Verkehr weiter bequem das Auto nutzen und schafft gleichzeitig ein Konjunkturprogramm sowie eine weit höhere Lebensqualität.;2020-10-16T16:41:56Z;;
63;230;Antwort an Nr. 138;Straßentunnel sind echt 1960er... Nein danke!;2020-10-19T14:17:00Z;;
63;399;Antwort an Nr. 230;"Ein Tunnel muss nicht ""hipp"" sein um gut zu sein.";2020-10-23T17:57:17Z;;
63;584;Antwort an Nr. 138;Straßentunnel in der Stadt sind unbezahlbar und würden für nur noch mehr Kfz-Verkehr sorgen, der sich dann wieder an anderer Stelle massiv staut. Wo der Platz für die Einfahrten und Ausfahrten herkommen soll, bleibt auch ein Rätsel. Der Weg in die Zukunft führt einzig über die Umwidmung von Kfz-Fahrbahnen in zB Busfahrbahnen, Radwege, Fußwege, Grünflächen uvm.;2020-10-31T06:09:56Z;;
63;91;;"Der Jungfernstieg ist kein Parkplatz. Es gibt zahlreiche Parkhäuser, die alle unverändert geöffnet und erreichbar bleiben. Die aussage, dass am Jungfernstieg Parkplätze weggefallen sind, ist schlichtweg falsch. Hier gab es auch vor dem heutigen Tag keine Parkplätze.

Abgesehen davon: Ich weiß nicht was genau sie in der Innenstadt so einkaufen, aber ich nehme für gewöhnlich eine Tüte und transportiere damit meine Einkäufe in der U-/S-Bahn nach Hause. ;)";2020-10-16T13:20:26Z;;
63;106;Antwort an Nr. 91;"In der Vergangenheit sind bereits Parkplätze am Jungfernstieg weggefallen, des Weiteren fallen auch in den nun teilweise gesperrten Nebenstraßen (z.B. Neuer Wall)  Parkplätze weg. Geben Sie einmal bitte im Internet den Suchbegriff ""Hamburg Jungfernstieg 1970"" ein, dann werden Sie den Beweis sehen. Es gab zu jener Zeit jede Menge Parkplätze. Zwischendurch wurde dann die Fahrbahn bereits schon einmal verengt, nun fällt sie ersatzlos weg. Eine Weltstadt kann Hamburg damit sicherlich nicht mehr sein";2020-10-16T14:45:47Z;;
63;231;Antwort an Nr. 106;Stimmt, Paris ist jetzt ja auch keine Weltstadt mehr, seit sie dort den Straßenraum zivilisiert und teilweise vom Auto befreit haben...;2020-10-19T14:18:04Z;;
63;303;Antwort an Nr. 231;Absolut, der Verkehr in Paris ist noch viel schlimmer als in Hamburg, dazu noch die ganzen Mofas, die keinerlei Verkehrsregeln kennen... Mit einer reduzierten Straßeninfrastruktur hat Paris noch mehr Staus verursacht, eine faszinierende Entwicklung...;2020-10-20T17:40:01Z;;
63;319;Antwort an Nr. 303;"Richtig, zunächst kommt mehr Stau. Und dann kommt der Punkt, wo es bei den Autofahrern, die eigentlich auf das Auto verzichten könnten, endlich ""klick"" macht und sie auch auf das Fahrrad umsteigen, weil sie feststellen, dass es sich auf breiten Radwegen sehr gut mit dem Rad fährt. Damit geht der Stau trotz schlechterer Kfz-Infrastruktur langfristig zurück. Das kommt wiederum denjenigen zugute, die wirklich auf das Auto angewiesen sind, also Handwerker, Lieferanten, Gehbehinderte etc.";2020-10-21T17:35:41Z;;
63;341;Antwort an Nr. 106;Was ist es aus Ihren Sicht eine Weltstadt? Wie definieren Sie es? Ist Auto ein unabdingbares Element einer Weltstadt? Oder geht es darum, an der Stadt endlich mal teilhaben zu können, bessere Luft- und Raumqualtität zu haben, gesündere Mitbrürger*innen zu haben etc. Für mich beinhaltet eine Weltstadt genau das -- hohe Lebensqualität für alle Gruppen, nicht ein Aktodiktat.;2020-10-22T09:10:08Z;;
63;367;Antwort an Nr. 341;Eine Weltstadt sollte selbstverständlich in die Straßeninfrastruktur investieren, damit Autofahrer ohne Stau in das Zentrum fahren können. Die Luftqualität wurde übrigens in den vergangenen Jahren schon erheblich besser. Bürger, die eine besonders gute Luft atmen möchten, sollten sowieso aufs Land ziehen. Eine Stadt ist eine Stadt weil sie kein Dorf ist. Dörfliche Luftqualität wird es niemals dort geben.;2020-10-23T10:48:34Z;;
63;368;Antwort an Nr. 319;"Warum soll es denn ""Klick"" machen? Das Auto ist wesentlich bequemer bei Wind und Wetter und bei einer adäquat ausgebauten Infrastruktur deutlich schneller als das Fahrrad. Autofahren ist individuelle Freiheit ohne Fahrplan und man ist unabhängig von streikenden Busfahrern und co.";2020-10-23T10:51:44Z;;
63;99;;Kann mich den anderen Kommentaren nur anschließen. Entweder waren Sie eh schon seit Jahren nicht mehr am Jungfernstieg oder Sie haben die Parkregeln missachtet, denn Parken konnte man dort schon seit etlichen Jahren nicht mehr... mir würden spontan 4 Parkhäuser in weniger als 500m Entfernung einfallen, vermutlich sind es sogar noch mehr...;2020-10-16T14:13:54Z;;
63;108;Antwort an Nr. 99;"Bitte schauen Sie unter ""Hamburg Jungfernstieg 1970"". Etliche Parkplätze sind bereits über die vergangen Jahrzehnte abgebaut worden. Außerdem fallen nun aktuell (siehe Karte in der Projektbeschreibung) in den Nebenstraßen wie dem neuen Wall weitere Parkplätze weg.";2020-10-16T14:49:27Z;;
63;423;Antwort an Nr. 108;"Bitte schauen Sie unter ""Hamburg Jungfernstieg 1820"". Keinerlei Parkplätze und keinerlei Autos sind zu sehen. Außerdem stehen nun aktuell (siehe Karte in der Projektbeschreibung) in den Nebenstraßen wie dem neuen Wall weitere Räume mit Aufenthaltsqualität für Fußgänger, Radfahrer und Gastronomie zur Verfügung.";2020-10-25T15:51:05Z;;
63;113;;"Leute Leute, wieso pochen eigentlich immer die Autofahrer so vehement auf die Erhaltung des Status quo?
Wo sind eigentlich die Parkplätze für die Pferdekutschen geblieben? Googlen sie mal Jungfernstieg 1910 :-)

Wir haben 2020 und müssen nach vorn schauen, nicht zurück";2020-10-16T15:02:12Z;;
63;118;Antwort an Nr. 113;Autos bedeuten Fortschritt, früher ist man Fahrrad gefahren. Warum soll ich auf ein in allen Belangen schlechteres Verkehrsmittel umsteigen? Damit der Rückschritt siegt?;2020-10-16T15:13:17Z;;
63;131;Antwort an Nr. 118;"schon wieder so ein Scheinargument. Früher ist man Fahrrad gefahren. Heute fährt man Fahrrad. Radläden sind die Coronagewinner, weil es mehr und mehr Leute kapieren. 
Auto ist gestern und sicherlich nicht der Fortschritt, wenn sich Tag für Tag kilometerlange Blechlawinen über Autobahnen und Einfallstraßen durchs Land quälen. Individuelle Freiheit? In einer schleichenden Blechbüchse? Und morgen noch 10 Millionen Autos mehr auf unseren Straßen. Sorry, hab den Fortschritt noch nicht erkannt.";2020-10-16T16:00:16Z;;
63;134;Antwort an Nr. 131;Gegen Stau kann man neue Stadtautobahnen bauen, schon gibt es keine schleichenden Blechbüchsen mehr, stattdessen ein saftiges Konjunkturprogramm in Krisenzeiten. Wenn Sie gerne auf einem Fahrrad langsam durch die Stadt fahren, gerne. Ich mache da aber nicht mit und fahre weiter bei Wind und Wetter ganz trocken und vor allem komfortabel Auto. Auch wenn mich dabei so mancher über eine rote Ampel fahrender Radrennfahrer nervt.;2020-10-16T16:18:49Z;;
63;180;Antwort an Nr. 118;Ist das Fortschritt immer mehr tote Masse mitzuschleppen und immer mehr Raum zu verbrauchen?;2020-10-17T20:47:23Z;;
63;233;Antwort an Nr. 134;"Ich weiß nicht, wo du Auto fährst, aber ich fahre An der Alster jeden Tag mit meinem Fahrrad an den im Stau stehenden Autofahrern vorbei und denke mir: ""Was für eine armselige ""Freiheit"" ist das denn?""";2020-10-19T14:22:34Z;;
63;285;Antwort an Nr. 233;Genau richtig: Weil die Autos bereits im Stau stehen, muss man weitere Spuren abbauen, damit die Autos noch länger im Stau stehen... Ganz tolle Idee! Freiheit ist, wenn genügend Fahrspuren für den Individualverkehr vorhanden sind und sich deshalb keine Staus bilden können, auch nicht im Berufsverkehr.;2020-10-20T15:43:37Z;;
63;302;Antwort an Nr. 285;Tolle Idee, nur leider ist der Stadtraum begrenzt. Mehr Autospuren gehen zulasten aller anderen Verkehrsteilnehmer, die dann natürlich aufgrund mangelnder Infrastruktur auch auf das Auto umsteigen. Und leider verbraucht ein Auto halt zigmal so viel Platz wie ein Fahrrad. Und zack – schon gibt es noch mehr Stau. Sie sollten den Radfahrern also dankbar sein, denn wenn diese auch noch Auto fahren würden, stünden Sie noch länger im Stau! Wer Kfz-Infrastruktur baut, wird immer Stau ernten.;2020-10-20T17:34:39Z;;
63;306;Antwort an Nr. 302;"Ich sehe es anders:
1. Man sollte die Straßeninfrastruktur wesentlich vergrößern und die paar Fahrradfahrer selbstverständlich mitzählen, um ihnen das staufreie Umsteigen auf PKWs zu ermöglichen. Kurz und knapp: Nicht bescheiden Ausbauen, sondern massiv, sodass ALLE mit dem PKW fahren können / Bemessung nach den Stoßzeiten (Berufsverkehr).
2. Straßen kann man auch unter der Erdoberfläche bauen, dann kann oben eine breite Fläche für Fußgänger (und ohne Verkehrslärm) entstehen.";2020-10-20T17:47:14Z;;
63;320;Antwort an Nr. 306;"(1) Nicht finanzierbar. (2) Mehr Kfz-Infrastruktur sorgt für mehr Stau; mehr Fahrradspuren hingegen für weniger! Hier ein englischsprachiger Videobericht dazu aus NYC: https://www.youtube.com/watch?v=XN-tSpQZmYk Bitte sehen Sie sich das fünfminütige Video einmal an, bevor Sie antworten! Sie können die Sache gerne anders sehen, aber ich würde mich freuen, wenn Sie sich für fünf Minuten mit der Materie auseinandersetzen!";2020-10-21T17:45:04Z;;
63;328;Antwort an Nr. 118;Und mehr Autos bedeuten mehr Fortschritt? Auch größere, breitere und höhere Autos bedeuten mehr Fortschritt? Und mehr Stau und mehr schlechte Luft bedeutet auch mehr Fortschritt. Hm, ich bin da skeptisch, ob Sie mit dieser Ansicht noch auf dem Stand der Zeit sind. Es ist gut für Mensch, Umwelt und zukünftige Weltstädte, daß die Generation mit dieser Vorstellung von Fortschritt am Aussterben ist.;2020-10-21T21:31:09Z;;
63;358;Antwort an Nr. 131;Auf dem Fahrrad bei 5 Grad und Regen... Nein Danke! Und in den Öffentlichen auf Tuchfühlung mit irgendwelchen Fremden... auch Nein Danke! Individuelle Mobilität ist nicht ohne Grund ein Status Quo, es ist einfach praktisch und bequem. Nicht jeder ist zum Herdentier gemacht.;2020-10-22T21:03:11Z;;
63;369;Antwort an Nr. 320;"(1) Investitionen in eine dann wirtschaftlich florierende Zukunft
(2) mehr PKW-Infrastruktur muss an zukünftige Ansprüche ausgerichtet sein, nicht an heutige, d. h. sie muss sehr großzügig ausgebaut werden, dann gibt es auch zukünftig dort keine Staus mehr
(3) in asiatischen Städten stauen sich auch die Fahrräder, so einfach ist die Argumentation nicht (2) Ihr Video habe ich mir angeschaut, wie Sie wahrscheinlich schon vermutet haben überzeugt es mich weniger. Es ist m. E. eher eine Systement.";2020-10-23T11:06:52Z;;
63;377;Antwort an Nr. 369;Wenn sich in diesen Städten schon die Fahrräder stauen, gäbe es doch erst recht Stau, wenn diese Fahrradfahrer stattdessen auf das Auto mit einem zigfachen Platzverbrauch umsteigen würden!;2020-10-23T13:03:42Z;;
63;386;Antwort an Nr. 377;Nicht wenn leistungsfähige Tunnel oder Stadtautobahnen gebaut werden. Es muss nur der Wille vorhanden sein viel Geld in die Hand zu nehmen um etwas monumentales zu schaffen. Es gibt schließlich für fast alle Probleme eine Lösung, wenn man nur will.;2020-10-23T17:08:33Z;;
63;132;;Ehrlich gesagt bin ich überrascht das die Autofahrende Kundschaft die Retter der Innenstadt sein soll. Sie war es bisher nicht und wird es künftig auch nicht sein! Der Niedergang der Innenstädte und der großen Kaufhäuser hat im wesentlichen mit dem veränderten Kaufverhalten der Kunden zu tun. Wer Online kauft bummelt halt nur noch mit kleinem Einkaufsbeutel am Jungfernstieg entlang. An einem solch zentralen Ort braucht es das Auto nicht zwingend! Es sei denn man ist körperlich darauf angewiesen.;2020-10-16T16:01:26Z;;
