Contribution ID;Comment ID;Comment Subject;Comment Text;created (UTC)
9;111;Antwort an Nr. 31;"Ich finde beim Kleeblatt ☘️ Sollen di 300.000 Quadratmeter Gewerbeflächen hin, von denen auch die Rede war.

Ein Lärmschutz durch Büroflächen finde ich super.

Und das soll auch keine Weiterführung sein von der Hafencity.

Es soll seinen eigenen Charme haben und auf seiner eigenen Art und Weise, einladend wirken.";2020-10-03T16:01:42Z
9;215;Antwort an Nr. 31;Stimme ich zu. Die Hafencity ist Langweile in Beton gegossen.;2020-10-07T17:54:35Z
9;329;Antwort an Nr. 215;Subjektiv;2020-10-26T19:01:59Z
9;33;;"Wie wärs hiermit: http://www.hamburg-bildarchiv.de/XBA0535.jpg
Bestand erhalten, Kleeblatt durch Blockrandbebauung ersetzen";2020-10-02T22:19:23Z
9;36;;"Offensichtlich scheint hier der allseits beliebte Zufluchtsort, die mit viel Liebe erhalte „Oldtimer Tankstelle“ zum Opfer zu fallen.

Das Gebäude steht unter Denkmalschutz und ist mittlerweile eine Institution.

Reißt die die Stadt hier wieder ohne Rücksicht auf Verluste ab?

Schade und sicherlich nicht ohne wiederstand!

Zudem stehen hier Existenzen der Betreiber auf dem Spiel.";2020-10-02T22:41:08Z
9;188;Antwort an Nr. 36;"Der wird ja noch erhalten.

Der Oldtimer Treff; aber Elbbrücken ist eh der falsche Ort für historische Bewunderungen und die Umgebung macht es aufgrund der Verschmutzung und Lärm „schwerer“ sich mit historischen Krams zu beschäftigen.

Hier sollte ein hohes und modernes Quartier enstehen.";2020-10-05T20:26:35Z
9;201;Antwort an Nr. 188;In Weltstädten wie London steht überall 'historischer Krams' neben hochmodernen Gebäuden. Hamburg's Wegräum-Philosophie nervt und hat in der Vergangenheit schon genügend Schönes geopfert.;2020-10-06T11:44:19Z
9;50;;Endlich eine neue Plattenbausiedlung in HH. Diesmal als Fläche für Kunst und Kultur getarnt.;2020-10-03T06:13:44Z
9;72;;Ah, sehr schöne Investorenpläne! Frohes Weiterschlafen!;2020-10-03T10:21:10Z
9;79;;"Nr. 25 hat Recht. Eine vage Kann-Bestimmung lässt wieder zu viele Hintertüren offen. Wenn man schon die Brandshöfe anfassen will mit dem hinweis auf ""Kreativflächen"", dann sollte das auch Zweckbestimmung bleiben. So bleibt der Verdacht, dass die Gebäude ganz anders verwertet werden sollen. Und ja, wo ist das die Oldtimer-Tankstelle? Die soll doch wohl nicht untergemäht werden?!?";2020-10-03T10:43:56Z
9;157;Antwort an Nr. 79;"Das ist das Problem an solch blumigen Formulierungen. ""Kreativbüros"" kann alles mögliche bedeuten, ohne das es was mit Kreativität oder Kunst zu tun hat, wie es der Allgemeinbürger verstehen würde";2020-10-04T11:07:54Z
9;81;;"Sehe gerade, im Entwurf ""Billepark"" ist der Oldtimertreff noch eingezeichnet.";2020-10-03T10:49:07Z
9;82;;"Mal weniger literarisch formuliert: Man baut Glötze, anstatt den Bestand zu nutzen indem bereits Kreative tätig sind. Was bitte sind eigentlich ""Kreativbüros""? Noch mehr Büros für Werber, oder was meint man damit im Polit-sprech? 
Eine echtes Kreativquartier wäre natürlich durchaus reizvoll. 
Das interessanteste ""Kreativquartier"" in Hamburg ist übrigens das Gängeviertel, wo Künstler zunächst einmal gegen den Willen der Stadt Raum besetzt haben, der abgerissen werden sollte.";2020-10-03T11:04:28Z
9;216;Antwort an Nr. 82;"""Kreativbüros"" ist doch ein reiner Marketingbegriff. Warum reden hier so viele darüber? Echte Künstler werden aus dem Viertel verdrängt, so ist das halt. Man will es nur nicht so offen sagen. Und ist ja auch nicht schlimm - Leben ist Veränderung und Hamburg hat nach wie vor viele abgerockte Viertel in denen sich kreative Menschen organisieren können.";2020-10-07T18:01:15Z
9;99;;Wird es Bootsanleger etc. geben, u.a. für gewerbliche Zwecke mit Strom- und Wasseranschlüssen?!;2020-10-03T13:02:49Z
9;131;;"Von mir aus kann man die Brandshöfe abreißen einfach den Plan: „Löschplatz Kran“ nennen.

Da niemand diese Brandhöfe wirklich interessieren und sie nur viel Platz verschwenden und auch keinen schönen Anblick vermitteln, wenn man in die Stadt hineinfährt.

Vor allem neben dem Elbtower wird sowas besonders auffallen. Bin gespannt wie unansehnlich es mehr und mehr herausstechen wird in einem wichtigen und modernen Stadtteil.

Der Kran ist eine ästhetische Ausnahme:)";2020-10-03T20:31:45Z
9;135;Antwort an Nr. 131;"Ich finde von allen neuen Plänen ist dieses hier einer der eher weniger gelungenen

Wenn ihr hier schon was neubauen wollt dann macht es vollständig. Dieses Areal liegt derzeitig, laut Plänen, am wenigsten in einer Harmonie mit den anderen neuen Arealen

Es wirkt zu überholt und nicht grade sehr schön anzublicken

Wenn ihr an den Brandhöfe was ändern wollt dann macht es richtig oder reißt gleich alles ab und baut hoch und neu

Zumindest sehe ich die schönen alten Sachen nicht mehr leiden";2020-10-03T20:38:16Z
9;148;;"Früher war im südöstlich vom Brandshof gelegenen Gebäude der Club ""Kraniche bei den Elbbrücken"" beheimatet. Im Brandshof selber der Club ""Plux"", wenn ich mich recht erinnere. 

Es wäre schön, wenn kulturelle Orte in die weitere Planung mit integriert werden könnten. Der Entwurf gibt sowas ja her. Hier ist man stadtnah und trotzem würde solches kulturelles Gewerbe niemanden hier ""stören"". Wie wäre es zudem mit Proberäumen an dieser Stelle, woran es in Hamburg an allen Ecken und Enden mangelt!?";2020-10-04T05:52:14Z
9;158;Antwort an Nr. 148;Pfeffersäcke legen keinen Wert auf Proberäume. Kultur bringt nicht genug Geld ein;2020-10-04T11:09:34Z
9;174;Antwort an Nr. 158;"Leider wahr, aber ich fände es attraktiv wenn man so ein lautes und belastetes Areal aufwertet mit Bürotürmen.

Und somit nicht nur effizient gegen Lärm und Kohle machen voran geht, sondern auch ein schönes Bild von weiten vermittelt.";2020-10-04T15:56:11Z
9;179;Antwort an Nr. 174;"Schönheit liegt im Auge des Betrachters. Und: wer weiß, wie sich die Nachfrage nach Büros entwickelt. Besser wären wohl Bauten, die verschiedene und wechselnde Nutzungen ermöglichen. Es wäre schön wenn die Architektenzunft ihren Blick mal weiten würde. Oder die ""Investorenzunft"".";2020-10-04T19:48:09Z
9;183;Antwort an Nr. 179;"Von mir aus können es dann Bürotürme sein, welche den Lärm von außen eindämmen  und in den untersten Etagen eine Mischnutzung haben und in den weiter oberen Etagen Nutzflächen als Büros haben

Jedoch ist die Frage ob es so relevant ist eine Mischnutzung einzubauen

Kann ja auch gut sein, dass dieses Areal aufgrund des belasteten und lauten Ortes trotzdem still und leer bleibt.

Wenn es so ist, wäre es definitiv optimal für Bürotürme, die als Lärmschutz dienen. jedoch sollten sie hinpassen.";2020-10-05T06:08:33Z
9;184;Antwort an Nr. 183;"Bezüglich der Architektur und etc(Anpassung an moderne Architektur vom elbtower unsw.)

Aber ich wäre auch für eine Mischnutzung in Bürotürmen, an diesem Standort.

Aber mal hoffen, dass doch noch Menschen, zu den Elbbrücken gelockt werden ..";2020-10-05T06:10:41Z
9;319;Antwort an Nr. 148;Kraniche war super. Schade, dass es das nicht mehr gibt;2020-10-20T22:30:38Z
9;170;;"Meines Erachtens nach, hätte COBE‘s Visualisierung gut reingepasst. Wenn die Elbdome nicht gebaut wird, kann ja der Turm bisschen nach links verschoben werden und somit können auch die Brandhöfe erhalten werden, ohne abgerissen zu werden

Dazu kommt noch, dass aufgrund der fehlenden Elbdome, nun ebenso bei COBE‘s Modell, Wohnraum für Menschen nebenan gebaut werden kann

Wenn Firmen aus der City nord beim Turm einziehen, kann man auch Wohnraum in die City-Nord bringen=besseres Areal zum leben";2020-10-04T15:30:43Z
9;171;;"Steht es eigentlich jetzt ernsthaft schon fest, dass COBE‘s Modell nicht durchgesetzt wird?

Es hatte mega Potential an dieser Stelle zusammen mit dem Elbtower und der Tatsache, dass es einen ersten guten Eindruck liefert, wenn man Rin die Stadt rein kommt, von den Elbbrücken.";2020-10-04T15:33:13Z
9;185;;"Was ist eigentlich mit dem eingeplanten Hochhaus in der Visualisierung? Wird der zumindest 90-100m hoch? Man sieht ja grad nur eine Silhouette..

Ich hoffe die machen daraus nicht so einen roten Baustein-Klotz und gestalten den moderner bzw. ästhetischer.

Damit der sich den Gebäuden neben an(Elbtower) passend einfügen kann.

Muss auch nicht unbedingt eine Glasfassade sein, aber wäre ein Option

Falls dieser Turm als Lärmschutz dienen soll, find ich es gelungen(aber er 90-100m hoch sein)";2020-10-05T06:17:00Z
9;330;Antwort an Nr. 185;Ich hoffe mal, der wird über 110m hoch.;2020-10-26T19:03:40Z
9;190;;"Einfach COBE‘s prachtvolles Modell anpassen und den Elbdome auslassen.

Das große Hochhaus rückt nach hinten, sowie die Wohnquartiere es tun und dann muss man auch keine Wasserflächen bebauen.

Simple Lösung, man muss aber halt auch den Architekten-Büro die Möglichkeit geben, ihr Modell zu überarbeiten und zu optimieren.

Nur so kommt man dann auf den gemeinsamen Nenner und es wäre zutiefst höflich, wenn sie sich überhaupt nochmals die Mühe geben, alles passend zu bearbeiten.";2020-10-05T20:33:22Z
9;191;Antwort an Nr. 190;"Wäre echt eine prachtvolle Geste aus deren Seite aus.

Den dieses Modell war meiner Meinung nach auch am schönsten von den dreien. Ich wette dann werden sie auch den Billhafen als schöneren Park gestalten können, im Vergleich zu der derzeitigen Konkurrenz.";2020-10-05T20:35:53Z
9;202;;Warum braucht es hier ein Quartiersplatz? Der wird doch noch weniger frequentiert werden als der Marktplatz in Rothenburgsort und die nächste Hafencity-Leiche;2020-10-06T12:14:40Z
9;320;Antwort an Nr. 202;Quartiesplatz im Brandshof ist wirklich QUATSCH;2020-10-20T22:33:16Z
9;227;;Das COBE, Modell wäre am attraktivsten für Touristen. Wenn an dem Standort eh keine Bürger „optimal leben können“ kann man es ja zur einer Touristen Ecke umgestalten.;2020-10-08T09:58:54Z
9;251;;Ich hoffe das Hochhaus nahe an den Gleisen, wird sich ebenso im Bereich von über 100m befinden. Wenn der Hochpunkt von COBE nicht an dem geplanten Standort realisiert werden kann, dann sollte zumindest dieses Hochhaus die Höhe vom COBE Hochhaus übernehmen.;2020-10-10T12:27:40Z
9;331;Antwort an Nr. 251;Oder mehr als 100m ist auch ok, da herrscht ja eh nur Lärm.;2020-10-26T19:04:13Z
9;280;;Es sollte an dieser Stelle WOHNEN UND Arbeiten möglich sein und BLEIBEN. Wo nur tagsüber etwas los ist, ist Abends Totentanz. Und eine nette Area für Gastronomie, Bar, Beach Club. Nähe zum Wasser it top.;2020-10-11T12:55:28Z
9;295;;"Die Variante Moon Cobe, mit dem Hochhaus-Hochpunkt neben dem Elbtower, hätte nochmal einen zusätzlichen „Wow-Effekt“ gegeben und würde meines Erachtens nach, ein kleines Mini-London und Hamburg bilden und ich als Bürger der in der Nähe wohnt, finde man hätte die Elbtower Ecke mit einem ebenso einem ebenso fast gigantischen Bauwerk bestücken können.

Das nahe stehende Hochhaus wäre das perfekte Pendant, zu dem Elbtower.

Endlich mal eine moderne und internationale „Ecke“ die sich zeigen lässt";2020-10-12T00:15:07Z
9;315;;Der Oberbaudirektor hat kürzlich davon gesprochen, dass weniger neu gebaut werden soll und mehr alte Gebäude erhalten/saniert werden müssen. Im Brandshofer Deich stehen viele Gebäude, die man wunderbar umformen kann zu Wohnungen/Gastro/Läden/Büros und dabei den Charme erhalten kann;2020-10-18T13:05:02Z
9;317;;Wie wird der Umstand berücksichtigt, dass die hier völlig neu überplanten Flächen gar nicht im städtischen sondern in Privateigentum stehen? Wie soll die Umsetzung der Planung auf diesen Privatflächen erfolgen?;2020-10-19T12:45:43Z
9;321;;Brandshöfe zu Ateliers? DIe Künstler aus dem alten Zollamt könnten doch dort einziehen;2020-10-20T22:38:46Z
9;347;;Büros sind ein Auslaufmodell, was hamburg brauch sind günsiige Wohnungen und Freiräume für anwohner;2020-10-31T01:12:35Z
13;12;;Die Breite der Fahrbahnen und die Verkehrsmenge entscheiden über die Aufenthaltsqualität. Eventuell ist der Platz sympathischer , wenn er in Richtung des Billhorner Mühelnwegs und der dort geplanten Grünachse ausgerichtet sit.;2020-10-02T19:57:50Z
13;229;Antwort an Nr. 12;Meiner Ansicht nach macht der Stadtplatz Richtung Mühlenweg auch mehr Sinn, da dort weniger Verkehr und mehr Sonne herrscht.;2020-10-08T12:42:45Z
13;59;;Das ist sehr offen formuliert. Was ist denn konkret unter „mögliche neue kulturelle Nutzung“und „infrastrukturelle Einrichtungen“ zu verstehen? Der im Plan gekennzeichnete Bereich wirkt außerdem sehr klein. Ist das so korrekt, oder muss man sich die Umstrukturierung des gesamten Blocks mit vorstellen, wie sie auch in der Computergrafik zu sehen ist?;2020-10-03T07:15:47Z
13;74;;Was sind das für Bauklötze, nur dadurch, dass man Tivoli draufschreibt, werden die nicht schöner. Die sind wirklich derart häßlich einfach nur glatt, diese Archtektur hat ja so gar keinen Charme...;2020-10-03T10:25:14Z
13;265;Antwort an Nr. 74;"Deswegen ja, entweder hohe Bauklötze oder bitte gar nichts hin packen. 

Die kleinen sind schrecklich.";2020-10-10T13:01:29Z
13;75;;Und für was soll dieser Stadtplatz dienen? Aufenthaltsqualität kann ich nicht erkennen, ein paar Bäume gut.. und sonst außer glatte Fläche, kommt da auch was für die Menschen hin?;2020-10-03T10:28:18Z
13;212;Antwort an Nr. 75;Solche Plätze sind in der Regel für gemeinschaftlichen Alkoholkonsum im Freien gedacht =);2020-10-07T17:31:59Z
13;262;Antwort an Nr. 75;"Allgemein dieses Areal mit Leben aufzuwerten ist komplett fehl am Platz. Sonst ist da ja auch nie leben und die Menschen die in zukunft da leben, werden sich wohl kaum an diesem Ort Aufenthalten.

Die werden wenn schon Richtung Innenstadt gehen und deshalb ist es eine Verschwendung, dass man an diesem Ort nicht höher und Gewerblicher baut!";2020-10-10T12:56:33Z
13;263;Antwort an Nr. 262;Die Luft ist da nicht die beste und der Lärm ist einfach unerträglich.;2020-10-10T12:57:07Z
13;264;Antwort an Nr. 212;"Genau Alkoholkonsum direkt an den Eisenbahnschienen und Autobahn Straßen... Hat die Regierung der Stadt “grandios” gelöst.

Wenn die Anzahl an Autounfällen und Eisenbahnunglücke steigt(Wegen Betrunkenen), dann liegt es definitiv an der “Belebung” solche Areale, die einfach nicht dafür bestimmt sind.

Danke an den Senat";2020-10-10T12:59:50Z
13;343;Antwort an Nr. 75;... zumal der Stadtplatz ab Mittag völlig verschattet sein wird. Und der in HH virwiegende NordWest-Wind wurd das Seinige tun. Dort wird sich niemand aufhalten.;2020-10-30T09:04:22Z
13;78;;"Wenn ihr schon Bauklötze baut, dann bitte zumindest höher, da die kleinen mega schlimm(auffällig) aussehen und bei den Großen es zumindest „verständlicher“,  akzeptabler aussieht.

Hier könnte man meiner Meinung nach ein viel lebendigeres Areal machen und diese ganzen freien Grünflächen zwischen den Gebäuden müssen ja jetzt echt kein Muss sein. Bzw könnte man sie verringern und nicht so groß machen. Da würde es ja sogar lebendiger sein, wenn man gleich alles mit Wohnraum zu ballert! Höher!";2020-10-03T10:30:20Z
13;117;Antwort an Nr. 78;Sehe ich genauso. Schlimmer als Bauglötze sind nur noch niedrige Bauglötze die ungalublich viel Platz wegnehmen. Niemand in dieser Ecke würde sich an hohen Bauten stören;2020-10-03T16:56:19Z
13;260;Antwort an Nr. 117;"Vor allem wären Sie von Vorteil, an dieser Stelle. 

Man könnte für mehr Schatten sorgen an den heißen/schwarzen Autobahnstrecken(Für Fußgänger) 

Man könnte ebenso den Lärm mit Hochhäusern blockieren und somit andere Nah liegende areale vor Lärm schützen 

Zu guter letzt:Man könnte ebenso solche Areale an dem kaum Menschen unterwegs sein werden, für Gewerbe/Büro Zwecke nutzen und andere Flächen statt dessen beleben.

Weg mit den kleinen Bau-Klötzen! Wenn dann groß oder gar nicht! Schön!";2020-10-10T12:47:15Z
13;261;Antwort an Nr. 260;Groß Gebäude oder gar nichts! Wenn sie etwas kleines bauen sollen(was ich nicht rate, da es komplette Verschwendung von den Gegebenheiten des Ortes wären), sollte es zumindest SCHÖNE sein!;2020-10-10T12:49:54Z
13;110;;Eine wirkliche Bürgerbeteiligung in dieser Angelegenheit wäre schön. Momentan scheint es mir als Anwohnerin des Gebietes, als wurde von oben herab die Essenz des Stadtteiles überstempelt werden und eine Aufwertung herbeigeführt werden wollen die so nicht im Interesse der Anwohner ist. Durch Ihre vagen Formulierungen und wenigen und auch sehr sehr vagen Visualisierungen verstärken sie diesen Eindruck.;2020-10-03T16:00:02Z
13;259;Antwort an Nr. 110;Ist es nicht immer so?..;2020-10-10T12:41:08Z
13;113;;"Man hätte hier durchaus mehr wert auf die Ästhetik liegen können. Hohe Bauten, uniformer und seriöses Vorzeige-Areal ist alles supi! Aber dann bitte auch richtig umsetzten! Wir haben bei diesem attraktiven Areal nur einmal die Chance wirklich was herausragendes zu machen! Vielleicht sogar Europa oder weltweit!

Und diese Klötze sind wirklich der einzige Vorschlag? Ich finde da muss noch so einiges überarbeitet werden und man sieht ja nichtmal Bänke! Schrecklich!

Ich bin für höhere Bauten:))";2020-10-03T16:07:38Z
13;116;;"Sehr interessant, dass in der Grafik die Sonne aus Nordosten scheint.
Tatsächlich wird der Stadtplatz vorwiegend morgens Sonne abbekommen und danach im Schatten liegen.";2020-10-03T16:53:58Z
13;163;;Wow, ist das schlecht! Es wird mit jedem mal ansehen ein wenig uninspirierter, langweiliger und trostloser. Ignorieren wir mal den Schriftzug Tivoli auf dem Render und die gut gepflegten Bäume, samt entspanntem Radfahrer der sorglos über die Straße fährt. Übrig bleiben niedrig geduckte Bauglötze, die aussehen wie ein etwas besseres Industriegebiet einer Kleinstadt in Niedersachsen. Diese Ecke soll also die 'Brücke zum Hamburg Osten schlagen, sehe ich das richtig? Wie fantasielos geht es denn?;2020-10-04T12:05:15Z
13;258;Antwort an Nr. 163;Joah, ich finde man hätte hier höher bauen können, um eine richtiges Quartier und leben in Form eines Hochhäuser-Resembles;2020-10-10T12:40:30Z
13;332;Antwort an Nr. 163;Sie treffen mit Ihrer Beschreibung den Nagel auf den Kopf. Diese langweiligen Bauklötze findet man in jeder x-beliebigen Stadt in Deutschland. Hamburg sollte sich meiner Meinung nach für das gesamte Areal mehr zutrauen und hier durchaus auch in die Höhe gehen (Mini-Skyline). Eine architektonisch ansprechende, zukunftsorientierte Skyline in der auch Themen wie Nachhaltigkeit und Umweltbewusstsein sichtbar werden, würde sich gut an die angrenzenden Stadtteile (spez. Elbtower) einfügen.;2020-10-28T21:39:44Z
13;177;;Die Entwicklung ist eigentlich gegen den Stadtteil. Es wird penibel darauf geachtet, daß der Stadtteil keine tatsächlich Aufwertung bekommt.;2020-10-04T19:37:01Z
13;257;Antwort an Nr. 177;"Ach und ich habe mich schon gewundert warum sie nicht höher bauen.

„das erklärt alles“";2020-10-10T12:39:05Z
13;213;;Die roten Linien, die in den Entwürfen scheinbar Radwege darstellen sollen, sind äußerst lustig. Scheinbar geht man davon aus, dass es solchen Verkehr zukünftig an der Billhorner Brückenstraße nicht mehr gibt? Klar, gerade mit dem Rad fährt man gerne Umwege. Noch lustiger ist, dass man sich ja scheinbar nur Gedanken macht wie man nach Hamm/Borgfelde hin kommt - zurück ist ja auch egal.;2020-10-07T17:39:30Z
13;344;Antwort an Nr. 213;Nun, es gibt ja bereits breite Radwege in HH mit Gegenverkehr (Adenauerallee). Das ist bequemer als sie ständige Straßenseitenwechselei.;2020-10-30T09:06:54Z
13;256;;"Mal wieder eine vergeudete Möglichkeit, genau hier mehr Hochhäuser zu bauen.

Diese lauten und Luftverschmutzen Flächen, werden definitiv kein entspanntes Wellness und Shopping Areal machen.";2020-10-10T12:37:58Z
13;304;Antwort an Nr. 256;Stimme ich zu!;2020-10-13T16:14:48Z
13;281;;Dort sollten in jedem Fall DIE ANWOHNER im Vordergrund stehen. Die haben ein upgrade mehr als verdient. Bei Neuvermietungen/Nutzungen an Durchmischung denken: Familien, Singles, Senioren, Migranten.;2020-10-11T12:57:35Z
13;305;Antwort an Nr. 281;Mach mal halb locker.;2020-10-13T16:15:31Z
13;342;;"Im Grundriß ist die Verschattung falsch und irreführend eingezeichnet. Der Stadtplatz orientiert sich nach NordOst, wird also zur 'interessanten' Zeit zum späteren Nachmittag völlig verschattet sein.
Gerade in Hamburg sind doch gerade die besonnten und windgeschützten Orte die mit der höchsten Aufenthaltsqualität.";2020-10-30T08:59:01Z
13;345;;Beliebte Orte zum Verweilen haben Sonne und sind vor Wind geschützt. Besonnte Seiten sind die Süd- und West-Fassaden von Gebäuden.... mit viel Platz davor zum Ausbreiten und einem schönen Objekt als Hingucker.und Treffpunkt. So einfach ist das. Wieso kann Hamburg keine Plätze?;2020-10-30T09:13:08Z
14;14;;Zollhütten abreißen.;2020-10-02T20:02:19Z
14;19;Antwort an Nr. 14;Wo bleibt die Fischbude ?;2020-10-02T20:40:32Z
14;123;Antwort an Nr. 14;"Hab ich auch überlegt, manche historische Sachen, die jetzt auch nicht übertrieben alt sind(der Stadt einen Gesicht geben), können meiner Meinung auch abgeschafften werden.

Elbbrücken sollte innovativ, modern und neu gestaltet werden.";2020-10-03T18:16:02Z
14;204;Antwort an Nr. 14;Auf keinen Fall!;2020-10-06T18:26:25Z
14;223;Antwort an Nr. 14;Zollhütten behalten!;2020-10-07T21:33:51Z
14;301;Antwort an Nr. 19;Die Fischgaststätte muss auf jeden Fall erhalten bleiben. Ist doch irgendwie Kult...drin sieht es aus wie zu Omas Zeiten... wo gibt es denn sowas heute noch?;2020-10-13T10:29:48Z
14;306;Antwort an Nr. 19;"Ei Alleinstellungsmerkmal haben nicht die - sicher wertvollen - Zollhäuser, sondern die alte Fischgaststätte. Bei den ""10 Highlights am Hafen"" auf der Reisereporter-Website wird die Veddeler Fischgasstätte an erster Stelle genannt und selbst das Maritime Museum (Platz 6) oder der Museumshafen Övelgönne (Platz 9) folgen erst später. Sogar der ""Spiegel"" hat dieser Kult-Gaststätte vor sechs Jahren einen Artikel gewidmet. Das nun keiner der Entwürfe den Erhalt der Gaststätte einplant ist ein Unding!";2020-10-13T21:29:53Z
14;310;Antwort an Nr. 306;"Wie ich der Veranstaltung entnehmen konnte, ist in allen Planungen der Erhalt der Fischgaststätte berücksichtigt. Diese wird jedoch in den Visualisierungen nicht dargestellt, da nicht jedes Detail dort aufgegriffen werden kann.
So ungefähr war der Wortlaut.";2020-10-15T08:45:09Z
14;18;;Die Fischgaststätte muss auf jeden Fall erhalten werden.;2020-10-02T20:38:54Z
14;23;;Diese Variante halte ich für mehr gelungen. Dringend benötigter Wohnraum entsteht auf der Veddel an der Schnittstelle zum neuen Gasbrook-Viertel. Veddeler Blockstruktur wird aufgegriffen.;2020-10-02T21:17:45Z
14;124;Antwort an Nr. 23;"Ganz der Meinung.

Wohnraum über freie Fläche die eh leer enden wird(bei der B Variante)";2020-10-03T18:16:43Z
14;224;Antwort an Nr. 23;Sehe ich überhaupt nicht. Großplanung à la 70er Jahre. Steht in ein paar Jahren leer und vermüllt;2020-10-07T21:35:58Z
14;269;Antwort an Nr. 224;"Sieht dir bitte mal die Variante B an.

Die ist ja viel schrecklicher und sieht mehr nach “vermüllten” Potenzial aus.

Aufenthaltsraum ohne Lärmschutz? Da werden ebenso keine Menschen verbringen wie die Bänke, die man jetzt schon auf der Seite vom Grasbrook sieht.

Laut und verschmutzt. Die Variante A ist deutlich angemessener und wirkt weniger als 70s Design als B";2020-10-10T13:09:52Z
14;322;Antwort an Nr. 23;"Wohnen zwischen Hauptbahnstrecke, Autobahnanschluss und stark befahrener Hafentrasse? 
Diese Vorschläge kollidieren doch mit dem Baurecht.";2020-10-21T11:52:40Z
14;366;Antwort an Nr. 322;Wenn an dieser Stelle Wohnungsbau möglich ist, dann nur durch Variante A. Und Wohnraum muss an diesem Übergang zwischen beiden Stadtteilen dringend entstehen.;2020-11-01T15:41:06Z
14;37;;Was ist mit den jetzt bestehenden Wohnungen, die sich direkt an der ersten Zollhalle befinden. Dort wohnen Familien, die auch mit in die Planung einbezogen werden müssen.;2020-10-02T22:41:47Z
14;365;Antwort an Nr. 37;"100% Zustimmung. Dies gilt auch für alle weiteren Anlieger*innen und Grundeigentümer*innen, die von den Planungen betroffen sind (hier insbesondere unbedingt auch das nur wenig beachtete neue Gebäude, das u.a. das Hotel, das Jugendzentrum &amp; Penny überplant).";2020-11-01T15:39:28Z
14;48;;Spielplätze für Kinder wären super.;2020-10-03T05:19:05Z
14;53;Antwort an Nr. 48;Tolle Idee! Mit ganz viel Sand zum Spielen und sogenannten Spielgeräten in bunten Farben, die schon vom Weiten signalisieren, dass hier Kinder spielen können. Bänke laden zum Verweilen ein.;2020-10-03T06:18:56Z
14;88;Antwort an Nr. 53;Top Idee, Daumen hoch! Viele Grüße aus Wilhelmsburg, [Name aus Datenschutzgründen entfernt];2020-10-03T12:13:44Z
14;125;Antwort an Nr. 48;"Ja vielleicht im inneren, aber ich muss schon sagen da würde ich lieber einen normalen kleinen Park mit Bänken und vielleicht einen künstlichen Teich sehen.

Bzw noch ein Bistro oder bar innerhalb der Grünfläche.

Den Spielplatz kann man ja außerhalb direkt nebenan vom Gebäude machen(wo auch die Pläne für den Park mit dem Bunker Turm sind)

Da würde definitiv ein Spielplatz hinpassen.";2020-10-03T18:20:20Z
14;87;;Von den beiden Varianten finde ich diese Option besser. Zusätzliche Wohnungen werden dringend benötigt, und die Hofarchitektur schafft eine clevere Lösung gegen den Lärm. Wichtig wäre eine vernünftige Fahrradanbindung Richtung Freihafenbrücke. Gruß, [Name aus Datenschutzgründen entfernt];2020-10-03T12:11:31Z
14;101;;"Diese Variante empfinde ich als gelungener. Die Klötze bei Variante B passen einfach nicht.

Wichtig ist hochwertiges Bauen um mehr Mischung in die Stadtteile zu bekommen.";2020-10-03T13:10:30Z
14;106;;"Diese A Variante ist definitiv besser als die B Variante.

Man sieht hier ein zumindest schöneres Gebäude, wo auch wirklich wert auf das Aussehen gelegt wurde und außerdem eine Wohnung bei der endlich die Lärmbelastung von der Autobahn und S/U-Bahn berücksichtigt wurde!

Bei der B Variante sind da einfach nicht sehr ansprechende Klötze und einen Freiraum dazwischen, der wahrscheinlich eh die ganze Zeit leer sein wird und man stattdessen mehr Wohnung hätte bauen können wie bei A! Ich=A!";2020-10-03T15:52:48Z
14;127;;Ich finde Variante A besser. Eine mittelfristige Nutzung als Markthalle für gastro und zum flanieren, wie in Variante B, sehe ich noch nicht.;2020-10-03T20:06:41Z
14;132;;Ich finde definitiv die A Variante besser! Ich lebe auf der Veddel seit fast 24 Jahren, und finde wir brauchen definitiv mehr Einkaufsmöglichkeiten. Wir müssen immer fürs einkaufen nach Wilhelmsburg oder Rothenburgsort fahren, ein kleiner Penny reicht leider nicht aus... Und mehr Wohnungen müssen ehrlich gesagt nicht sein. Außerdem, wenn nur die Albanischen Cafés (wo nur Männer draußen vorbeigehende Frauen angaffen), würden wir Veddeler wirklich aber wirklich allein deshalb glücklicher werden!;2020-10-03T20:33:42Z
14;147;;Der Hofcharakter überzeugt an dieser Stelle. Kann ich mir sehr gut mit Gastronomie, Ateliers sowie weiteren kleinteiligen Gewerbe vorstellen.;2020-10-04T05:41:27Z
14;153;;Von beiden Varianten ist dies die Beste. Höfe und eher rötliches bauen wie in der Nachbarschaft aber in modern. Durch die Überbauung (Tor) wird mehr Nutzfläche für Wohnungen geschaffen und die wirklich laute Ecke etwas beruhigt. Die Idee die Hallen im entstehhenden Hof zu nutzen finde ich nicht schlecht aber es wird dauern bis alles in der Umgebung so gebaut und gestaltet ist das man sich dort hin “verirren” kann = Gastro / Läden werden es dort schwierig haben.;2020-10-04T08:40:17Z
14;270;Antwort an Nr. 153;Vielleicht außerhalb(an der Fassade) mit Werbungs-Plakaten anwerben?;2020-10-10T13:13:35Z
